prefix,year,residual_mm,abs_residual_mm,storage_delta_mm,flux_balance_mm,initial_storage_mm,final_storage_mm
p35,6,341396110630067.9,341396110630067.9,341396110629023.06,-1044.8305369215675,22931694866.811546,341419042323889.9
p35,7,-215313595213845.34,215313595213845.34,-215313595214830.12,-984.774228574038,341419042323889.9,126105447109059.77
p36,1,792670234147.4907,792670234147.4907,792670233016.2588,-1131.2318729598578,605.7873479761258,792670233622.0461
p36,2,113820779320764.86,113820779320764.86,113820779319619.83,-1145.036513076045,792670233622.0461,114613449553241.88
p36,3,2208445253945976.0,2208445253945976.0,2208445253944908.0,-1067.9309023771327,114613449553241.88,2323058703498150.0
p36,4,-2321781837549004.0,2321781837549004.0,-2321781837550019.5,-1015.6306274919829,2323058703498150.0,1276865948130.6062
p36,5,-1250311906259.2778,1250311906259.2778,-1250311907392.8967,-1133.6190162413527,1276865948130.6062,26554040737.7095
p36,6,399536592979040.7,399536592979040.7,399536592977936.5,-1104.1897101443421,26554040737.7095,399563147018674.2
p36,7,-399563147017229.6,399563147017229.6,-399563147018222.2,-992.5525438044635,399563147018674.2,452.00035897322806
p37,1,790907078626.9121,790907078626.9121,790907077397.5177,-1229.3944391755215,605.783554271229,790907078003.3013
p37,2,101893825356740.28,101893825356740.28,101893825355483.89,-1256.3972478738165,790907078003.3013,102684732433487.19
p37,3,2217091062483036.2,2217091062483036.2,2217091062481863.2,-1173.1031295672767,102684732433487.19,2319775794915350.5
p37,4,-2318529735252143.5,2318529735252143.5,-2318529735253266.0,-1122.5565519192467,2319775794915350.5,1246059662084.4714
p37,5,-1219561709494.6257,1219561709494.6257,-1219561710737.0168,-1242.3911162639756,1246059662084.4714,26497951347.454586
p37,6,398648553681579.25,398648553681579.25,398648553680366.6,-1212.6052171057554,26497951347.454586,398675051631714.06
p37,7,-398675051630185.0,398675051630185.0,-398675051631262.9,-1077.9028512461841,398675051631714.06,451.16267747123476
p38,1,680915523621.5576,680915523621.5576,680915522585.0515,-1036.506051978035,615.0414917863833,680915523200.093
p38,2,138891494354116.4,138891494354116.4,138891494353082.06,-1034.3403234706414,680915523200.093,139572409876282.16
p38,3,1883600956248589.0,1883600956248589.0,1883600956247626.5,-962.5583521815255,139572409876282.16,2023173366123908.8
p38,4,-2022035443058872.0,2022035443058872.0,-2022035443059782.0,-909.927737788263,2023173366123908.8,1137923064126.7239
p38,5,-1114974993073.02,1114974993073.02,-1114974994103.8591,-1030.8390762977588,1137923064126.7239,22948070022.864693
p38,6,341707797181943.44,341707797181943.44,341707797180946.9,-996.5333494287509,22948070022.864693,341730745250969.75
p38,7,-211990028804359.22,211990028804359.22,-211990028805298.25,-939.0171631736683,341730745250969.75,129740716445671.5
p39,1,792922802867.574,792922802867.574,792922801759.1869,-1108.3870532188591,605.7882310677692,792922802364.9751
p39,2,116117857914017.5,116117857914017.5,116117857912898.38,-1119.1214639741006,792922802364.9751,116910780715263.34
p39,3,2207256924015590.2,2207256924015590.2,2207256924014546.8,-1043.4598779501985,116910780715263.34,2324167704729810.0
p39,4,-2322890612942499.0,2322890612942499.0,-2322890612943489.5,-990.7474984245503,2324167704729810.0,1277091786320.2969
p39,5,-1250525286382.3086,1250525286382.3086,-1250525287490.6194,-1108.3108779975958,1277091786320.2969,26566498829.677593
p39,6,399725058958658.3,399725058958658.3,399725058957579.4,-1078.9646211949935,26566498829.677593,399751625456409.06
p39,7,-399751625454984.25,399751625454984.25,-399751625455956.94,-972.6942910622854,399751625456409.06,452.11378164369216
p40,1,678468733157.8802,678468733157.8802,678468731893.8656,-1264.0146725148654,615.0413223770781,678468732508.907
p40,2,137479238032670.14,137479238032670.14,137479238031377.48,-1292.650041067228,678468732508.907,138157706763886.39
p40,3,1879636946527655.8,1879636946527655.8,1879636946526450.2,-1205.5951617393011,138157706763886.39,2017794653290336.8
p40,4,-2016659003136315.0,2016659003136315.0,-2016659003137472.5,-1157.5890842161639,2017794653290336.8,1135650152864.212
p40,5,-1112784487561.377,1112784487561.377,-1112784488846.2637,-1284.886793400051,1135650152864.212,22865664017.948315
p40,6,340500807102982.4,340500807102982.4,340500807101734.56,-1247.8391363720225,22865664017.948315,340523672765752.5
p40,7,-226294915877157.75,226294915877157.75,-226294915878334.84,-1177.0985099471418,340523672765752.5,114228756887417.66
p41,1,794031519430.5787,794031519430.5787,794031518382.4159,-1048.1628312397686,605.790559972859,794031518988.2064
p41,2,123551809971437.05,123551809971437.05,123551809970386.23,-1050.8142899268187,794031518988.2064,124345841489374.44
p41,3,2202596234805103.5,2202596234805103.5,2202596234804124.5,-978.9442416981383,124345841489374.44,2326942076293499.0
p41,4,-2325664234747428.0,2325664234747428.0,-2325664234748353.0,-925.1435068899652,2326942076293499.0,1277841545146.041
p41,5,-1251240988552.832,1251240988552.832,-1251240989594.421,-1041.5887465774872,1277841545146.041,26600555551.62011
p41,6,400253082452512.6,400253082452512.6,400253082451500.2,-1012.461309037114,26600555551.62011,400279683007051.8
p41,7,-400279683005679.06,400279683005679.06,-400279683006599.4,-920.3288960715338,400279683007051.8,452.4386397708886
p42,1,680501903055.2512,680501903055.2512,680501901971.6305,-1083.6206846219081,615.0414566924711,680501902586.672
p42,2,138541871990113.06,138541871990113.06,138541871989025.22,-1087.8371598854978,680501902586.672,139222373891611.89
p42,3,1882937424497528.8,1882937424497528.8,1882937424496515.8,-1012.8894058622288,139222373891611.89,2022159798388127.8
p42,4,-2021022468248560.5,2021022468248560.5,-2021022468249521.8,-961.2156519815999,2022159798388127.8,1137330138606.0056
p42,5,-1114399229625.3032,1114399229625.3032,-1114399230708.7524,-1083.4492712246729,1137330138606.0056,22930907897.253204
p42,6,341431622886811.4,341431622886811.4,341431622885762.8,-1048.5758018536972,22930907897.253204,341454553793660.06
p42,7,-215934613961307.06,215934613961307.06,-215934613962295.38,-988.3214806893483,341454553793660.06,125519939831364.7
p43,1,787262532055.7373,787262532055.7373,787262530603.7056,-1452.0317094336592,605.7749599133933,787262531209.4805
p43,2,73937361332509.61,73937361332509.61,73937361331002.11,-1507.5016573139953,787262531209.4805,74724623862211.6
p43,3,2235255757560371.8,2235255757560371.8,2235255757558960.0,-1411.656486411123,74724623862211.6,2309980381421171.5
p43,4,-2308736590502753.0,2308736590502753.0,-2308736590504118.0,-1365.1315817735772,2309980381421171.5,1243790917053.5608
p43,5,-1217416390069.6,1217416390069.6,-1217416391558.7043,-1489.1042645875023,1243790917053.5608,26374525494.856342
p43,6,396798212509373.1,396798212509373.1,396798212507914.6,-1458.5089013391462,26374525494.856342,396824587033409.5
p43,7,-396824587031687.5,396824587031687.5,-396824587032958.9,-1271.3895597872006,396824587033409.5,450.6142911651863
