year,archive,contact,project,type,size,lat,long,obs.exp,treatment,treat.year,tract,site,plot,nbasket,bask.area,foliar.gcm2,nonfoliar.gcm2,total.gcm2,notes
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D3,3,0.1295,118.1561133,65.63577864,183.7918919,NA
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D4,3,0.1295,153.6123552,25.0971686,178.7095238,NA
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D5,3,0.1295,207.8619048,43.61454311,251.4764479,NA
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E1,3,0.1295,119.5783784,110.51287,230.0912484,NA
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E2,3,0.1295,122.6602317,44.77091377,167.4311454,NA
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E3,3,0.1295,158.9445302,63.64285714,222.5873874,NA
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E4,3,0.1295,179.4772201,43.01557272,222.4927928,NA
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E5,3,0.1295,107.5611326,71.55984556,179.1209781,NA
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F1,3,0.1295,179.4594595,67.86615187,247.3256113,NA
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F2,3,0.1295,86.66924067,43.56628057,130.2355212,NA
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F3,3,0.1295,158.1187902,83.55727156,241.6760618,NA
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F4,3,0.1295,122.4890605,47.64221364,170.1312741,NA
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F5,3,0.1295,154.1857143,56.47232947,210.6580438,NA
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G1,3,0.1295,160.1081081,78.96267696,239.0707851,NA
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G2,3,0.1295,103.8055341,143.2563707,247.0619048,NA
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G4,3,0.1295,53.17297297,28.01480051,81.18777349,NA
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G5,3,0.1295,139.2163449,95.58957529,234.8059202,NA
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H1,3,0.1295,191.7824968,121.8043758,313.5868726,NA
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H2,3,0.1295,121.2804376,42.26241956,163.5428571,NA
2002,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H5,3,0.1295,25.32046332,94.24581725,119.5662806,NA
2002,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X1,2,0.1295,70.40328185,43.85019305,114.2534749,NA
2002,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X2,3,0.1295,64.57953668,25.53655084,90.11608752,NA
2002,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X3,3,0.1295,95.33423423,14.32754183,109.6617761,NA
2002,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X5,3,0.1295,125.3674389,52.56486486,177.9323037,NA
2002,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X6,3,0.1295,110.8032175,30.67709138,141.4803089,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A1,3,0.1295,177.2960103,57.02445302,234.3204633,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A2,3,0.1295,179.2072072,27.24066924,206.4478764,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A3,3,0.1295,167.1544402,58.43758044,225.5920206,NA
2003,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,A4,3,0.1295,124.4054054,42.6988417,167.1042471,NA
2003,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,A5,3,0.1295,145.6177606,33.50836551,179.1261261,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B1,3,0.1295,166.8519949,36.0952381,202.9472329,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B2,3,0.1295,132.8249678,11.71814672,144.5431145,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B3,3,0.1295,147.6344916,20.65637066,168.2908623,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B4,3,0.1295,184.4581725,47.19047619,231.6486486,NA
2003,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,B5,3,0.1295,173.0720721,25.28314028,198.3552124,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C1,3,0.1295,146.3024453,69.38481338,215.6872587,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C2,3,0.1295,152.2792793,142.1737452,294.4530245,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C3,3,0.1295,165.1029601,6.342342342,171.4453024,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C4,3,0.1295,90.8018018,30.57915058,121.3809524,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C5,3,0.1295,154.975547,71.56885457,226.5444015,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D1,3,0.1295,148.5469755,78.46460746,227.011583,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D2,3,0.1295,173.6138996,26.31274131,199.9266409,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D3,3,0.1295,163.9189189,15.86486486,179.7837838,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D4,3,0.1295,236.6100386,18.94079794,255.5508366,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D5,3,0.1295,167.5765766,48.12355212,215.7001287,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E1,3,0.1295,124.6885457,47.65250965,172.3410553,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E2,3,0.1295,143.3848134,52.66023166,196.045045,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E3,3,0.1295,161.0643501,42.21879022,203.2831403,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E4,3,0.1295,171.6344916,81.89317889,253.5276705,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E5,3,0.1295,113.993565,50.49163449,164.4851995,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F1,3,0.1295,153.1068211,47.58687259,200.6936937,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F2,3,0.1295,151.4350064,46.23809524,197.6731017,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F3,3,0.1295,155.7413127,22.92535393,178.6666667,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F4,3,0.1295,143.969112,49.55341055,193.5225225,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F5,3,0.1295,131.6525097,23.42213642,155.0746461,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G1,3,0.1295,152.7670528,54.8957529,207.6628057,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G2,3,0.1295,95.54182754,139.015444,234.5572716,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G4,3,0.1295,81.73616474,15.08494208,96.82110682,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G5,3,0.1295,110.1621622,58.17760618,168.3397683,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H1,2,0.1295,141.023166,62.81660232,203.8397683,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H2,3,0.1295,133.9176319,35.6036036,169.5212355,NA
2003,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H5,3,0.1295,120.983269,28.06048906,149.043758,NA
2003,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X1,2,0.1295,120.0965251,31.66988417,151.7664093,NA
2003,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X2,3,0.1295,94.64221364,40.66409266,135.3063063,NA
2003,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X3,3,0.1295,114.6409266,17.8957529,132.5366795,NA
2003,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X5,3,0.1295,87.89189189,27.72844273,115.6203346,NA
2003,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X6,3,0.1295,130.3963964,29.79021879,160.1866152,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A1,3,0.1295,183.4568855,7.293436293,190.7503218,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A2,3,0.1295,179.3166023,16.70785071,196.024453,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A3,3,0.1295,155.3127413,52.37323037,207.6859717,NA
2004,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,A4,3,0.1295,131.7400257,6.135135135,137.8751609,NA
2004,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,A5,3,0.1295,135.8764479,8.045045045,143.9214929,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B1,3,0.1295,174.014157,19.31788932,193.3320463,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B2,2,0.1295,174.1679537,16.54054054,190.7084942,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B3,3,0.1295,128.2625483,18.21879022,146.4813385,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B4,3,0.1295,203.4131274,14.68339768,218.0965251,NA
2004,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,B5,3,0.1295,132.003861,10.1016731,142.1055341,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C1,3,0.1295,149.6357786,34.05405405,183.6898327,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C2,3,0.1295,150.7091377,16.80694981,167.5160875,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C3,3,0.1295,152.9472329,11.81081081,164.7580438,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C4,3,0.1295,148.8262548,22.2033462,171.029601,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C5,3,0.1295,153.8610039,9.979407979,163.8404118,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D1,3,0.1295,144.1879022,26.66924067,170.8571429,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D2,3,0.1295,138.0566281,9.301158301,147.3577864,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D3,3,0.1295,134.1055341,7.911196911,142.016731,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D4,3,0.1295,128.4324324,11.55598456,139.988417,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D5,3,0.1295,140.5276705,13.7966538,154.3243243,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E1,3,0.1295,146.8378378,12.64607465,159.4839125,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E2,3,0.1295,130.7490347,14.41827542,145.1673102,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E3,3,0.1295,114.4311454,15.43500644,129.8661519,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E4,3,0.1295,156.4594595,29.66409266,186.1235521,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E5,3,0.1295,122.036036,32.87516088,154.9111969,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F1,3,0.1295,125.969112,20.15444015,146.1235521,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F2,3,0.1295,120.9111969,16.38738739,137.2985843,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F3,3,0.1295,140.2960103,8.992277992,149.2882883,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F4,3,0.1295,153.6537967,16.34877735,170.002574,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F5,3,0.1295,162.7323037,17.6010296,180.3333333,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G1,3,0.1295,140.997426,22.29472329,163.2921493,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G2,3,0.1295,85.5958816,50.4993565,136.0952381,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G4,3,0.1295,82.76962677,2.927927928,85.6975547,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G5,3,0.1295,127.1994852,34.48005148,161.6795367,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H1,3,0.1295,133.6164736,16.67696268,150.2934363,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H2,3,0.1295,121.4054054,21.85971686,143.2651223,NA
2004,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H5,3,0.1295,110.5495495,31.14285714,141.6924067,NA
2004,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X1,2,0.1295,142.5752896,33.88610039,176.46139,NA
2004,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X2,3,0.1295,102.3359073,15.47876448,117.8146718,NA
2004,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X3,3,0.1295,100.8404118,12.78507079,113.6254826,NA
2004,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X5,3,0.1295,109.8597169,11.21235521,121.0720721,NA
2004,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X6,3,0.1295,119.2792793,12.37065637,131.6499356,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A1,3,0.1295,200.6306306,15.32175032,215.952381,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A2,3,0.1295,182.8043758,37.28314028,220.0875161,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A3,3,0.1295,185.6486486,42.31788932,227.966538,NA
2005,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,A4,3,0.1295,151.8481338,5.213642214,157.0617761,NA
2005,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,A5,3,0.1295,129.998713,8.826254826,138.8249678,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B1,3,0.1295,172.7953668,27.0952381,199.8906049,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B2,2,0.1295,176.9633205,27.72007722,204.6833977,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B3,3,0.1295,187.4285714,73.72586873,261.1544402,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B4,3,0.1295,185.0888031,19.76447876,204.8532819,NA
2005,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,B5,3,0.1295,169.2767053,22.28571429,191.5624196,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C1,3,0.1295,159.9073359,14.40540541,174.3127413,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C2,3,0.1295,170.3410553,32.47876448,202.8198198,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C3,3,0.1295,167.2754183,6.55984556,173.8352638,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C4,3,0.1295,207.2342342,84.72329472,291.957529,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C5,3,0.1295,162.011583,10.76319176,172.7747748,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D1,3,0.1295,139.5649936,37.71943372,177.2844273,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D2,3,0.1295,189.985843,54.23809524,244.2239382,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D3,3,0.1295,197.8893179,31.4980695,229.3873874,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D4,3,0.1295,181.8893179,8.232947233,190.1222651,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D5,3,0.1295,169.3873874,26.00643501,195.3938224,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E1,3,0.1295,164.2303732,44.37323037,208.6036036,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E2,3,0.1295,168.8931789,54.14285714,223.036036,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E3,3,0.1295,148.6628057,23.87902188,172.5418275,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E4,3,0.1295,170.1389961,33.46975547,203.6087516,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E5,3,0.1295,125.5585586,55.63963964,181.1981982,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F1,3,0.1295,152.6743887,41.45431145,194.1287001,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F2,3,0.1295,137.028314,88.55019305,225.5785071,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F3,3,0.1295,134.7220077,76.35649936,211.0785071,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F4,3,0.1295,155.1879022,40.93436293,196.1222651,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F5,3,0.1295,147.8700129,26.89189189,174.7619048,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G1,3,0.1295,162.6460746,73.1994852,235.8455598,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G2,3,0.1295,115.6280566,62.58815959,178.2162162,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G4,3,0.1295,87.46589447,3.765765766,91.23166023,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G5,3,0.1295,125.9060489,37.42213642,163.3281853,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H1,3,0.1295,166.8043758,25.50836551,192.3127413,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H2,3,0.1295,135.4465894,34.42471042,169.8712999,NA
2005,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H5,3,0.1295,114.7902188,33.47619048,148.2664093,NA
2005,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X1,2,0.1295,166.1023166,20.36872587,186.4710425,NA
2005,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X2,3,0.1295,89.28185328,58.94079794,148.2226512,NA
2005,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X3,3,0.1295,117.4350064,11.68983269,129.1248391,NA
2005,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X5,3,0.1295,114.2355212,17.32046332,131.5559846,NA
2005,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X6,3,0.1295,163.5199485,16.13384813,179.6537967,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A1,3,0.1295,171.6833977,68.37580438,240.0592021,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A2,3,0.1295,188.7992278,19.30759331,208.1068211,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A3,3,0.1295,174.5637066,36.47876448,211.042471,NA
2006,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,A4,3,0.1295,166.5765766,29.76962677,196.3462033,NA
2006,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,A5,2.8,0.1295,125.8082368,33.78893179,159.5971686,2 baskets 4/23/07
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B1,3,0.1295,194.02574,28.7953668,222.8211068,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B2,3,0.1295,158.8648649,32.74517375,191.6100386,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B3,3,0.1295,161.8378378,21.67953668,183.5173745,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B4,3,0.1295,168.8108108,43.89060489,212.7014157,NA
2006,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,B5,3,0.1295,160.7593308,44.93564994,205.6949807,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C1,3,0.1295,141.7129987,23.24581725,164.958816,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C2,2.8,0.1295,131.8294723,71.5019305,203.3314028,2 baskets 4/23/07
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C3,3,0.1295,160.1492921,22.22522523,182.3745174,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C4,3,0.1295,158.8712999,74.70527671,233.5765766,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C5,3,0.1295,168.8918919,34.27927928,203.1711712,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D1,3,0.1295,141.3114543,49.63835264,190.9498069,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D2,3,0.1295,157.5109395,64.51480051,222.02574,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D3,3,0.1295,144.998713,23.6023166,168.6010296,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D4,3,0.1295,164.3294723,19.36293436,183.6924067,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D5,3,0.1295,156.6344916,13.46460746,170.0990991,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E1,3,0.1295,171.4259974,38.84298584,210.2689833,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E2,3,0.1295,219.1827542,47.52380952,266.7065637,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E3,3,0.1295,134.7490347,26.34620335,161.0952381,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E4,3,0.1295,150.9420849,47.50965251,198.4517375,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E5,3,0.1295,143.4761905,73.28571429,216.7619048,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F1,3,0.1295,175.966538,49.71943372,225.6859717,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F2,3,0.1295,148.2226512,32.59330759,180.8159588,NA
